10	1.3600001693703234e-06	3.91999856219627e-06
100	4.1099992813542485e-06	6.980000762268901e-06
1000	4.123899998376146e-05	1.3910001143813133e-05
10000	0.0012501929995778482	0.00022493900178233162
100000	0.08878022800126928	0.007700926998950308
200000	0.3392890750001243	0.023208479000459192
300000	0.7661065459979	0.05654651100121555
400000	1.3217974789986329	0.07022104400311946
500000	2.043055458001618	0.08971909300089465
600000	2.9204524460001267	0.16826216999834287
700000	3.950414749000629	0.19540012699872022
800000	5.15353339399735	0.20970997599943075
900000	6.517568257997482	0.2445759479996923
1000000	8.030296087999886	0.2680686069979856
